Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes,Mindat ID,Mindat Long ID,Mindat GUID,Mindat Updated,Mindat Entry Type,Mindat Entry Type Text,Mindat Formula,Mindat Formula Note,Mindat IMA Formula,Mindat IMA Status,Mindat IMA Notes,Mindat Description,Mindat Elements,Mindat Significant Elements,Mindat Key Elements,Mindat Discovery Year,Mindat Approval Year,Mindat Publication Year,Mindat IMA History,Mindat IMA Symbol,Mindat Strunz 10 Class,Mindat Strunz 10 Subclass,Mindat Strunz 10 Division,Mindat Strunz 10 Group,Mindat Dana 8 Class,Mindat Dana 8 Type,Mindat Dana 8 Group,Mindat Dana 8 Number,Mindat Colour,Mindat Streak,Mindat Lustre,Mindat Lustre Type,Mindat Diapheny,Mindat Hardness Minimum,Mindat Hardness Maximum,Mindat Hardness Type,Mindat Measured Density,Mindat Calculated Density,Mindat Crystal System,Mindat Crystal Class,Mindat Space Group,Mindat Unit Cell a,Mindat Unit Cell b,Mindat Unit Cell c,Mindat Unit Cell Alpha,Mindat Unit Cell Beta,Mindat Unit Cell Gamma,Mindat Unit Cell Volume,Mindat Cleavage,Mindat Cleavage Type,Mindat Fracture Type,Mindat Tenacity,Mindat Magnetism,Mindat Optical Type,Mindat Optical Sign,Mindat Optical Colour,Mindat Optical Birefringence,Mindat Optical 2V Calculated,Mindat Optical 2V Measured,Mindat Weighting
Vladimirite,Vladimirite,Vladimirite,Ca4(As5+O4)2(As5+O3OH)·4H2O,Ca_4_(As^5+^O_4_)_2_(As^5+^O_3_OH)·4H_2_O,Ca<sub>4</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(As<sup>5+</sup>O<sub>3</sub>OH)·4H<sub>2</sub>O,Ca<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)·4H<sub>2</sub>O,Ca As O H,,4614,1953,"Approved, Redefined",,monoclinic,P21/c,Ca As^5+ O H,Vld,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",4195,1:1:4195:5,70668c71-c73d-4525-b9cc-b59b959ea0ee,2025-08-11 12:14:24,0,mineral,Ca<sub>4</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)&middot;4H<sub>2</sub>O,,Ca<sub>4</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(As<sup>5+</sup>O<sub>3</sub>OH)·4H<sub>2</sub>O,APPROVED; GRANDFATHERED,,"The originally proposed formula Ca5(AsO4)2(HAsO4)2.5H2O was revised by the work of Yang et al. (2011).  

A triclinic compound with the formula Ca5(AsO4)2(HAsO4)2.5H2O was obtained by dehydration of ferrarisite (Catti & Ivaldi, 1981).",As; Ca; O; H,As; Ca; O; H,As,1953,0,1953,,Vld,8,C,J,25,39,2,2,1,"Usually colorless to white, also pale rose",White,,"Sub-Vitreous,Silky,Pearly","Transparent,Translucent",3.5,3.5,0,3.12,3.17,Monoclinic,5,14,5.81,10.19,22.7,0,97.32,0,0.0,,,,brittle,,Biaxial,-,,0.008,76,70,1042
Vladimirivanovite,Vladimirivanovite,Vladimirivanovite,"Na6Ca2[Al6Si6O24](S6+O4,(S3)2-,(S2)2-,Cl)2·H2O","Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^2-^,(S_2_)^2-^,Cl)_2_·H_2_O","Na<sub>6</sub>Ca<sub>2</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](S<sup>6+</sup>O<sub>4</sub>,(S<sub>3</sub>)<sup>2-</sup>,(S<sub>2</sub>)<sup>2-</sup>,Cl)<sub>2</sub>·H<sub>2</sub>O","Na<sub>6</sub>Ca<sub>2</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](SO<sub>4</sub>,S<sub>3</sub>,S<sub>2</sub>,Cl)<sub>2</sub>·H<sub>2</sub>O",Na Ca Al Si O S Cl H,,5909,2010,Approved,"Sodalite, Cancrinite-sodalite",orthorhombic,Pnaa,Na Ca Al Si O S^6+ S Cl H,Vla,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",41155,1:1:41155:8,719866d8-0a05-42f0-9998-18a411b78e6b,2026-06-20 09:25:22,0,mineral,"Na<sub>6</sub>Ca<sub>2</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(SO<sub>4</sub>,S<sub>3</sub>,S<sub>2</sub>,Cl)<sub>2</sub>&middot;H<sub>2</sub>O",,"Na<sub>6</sub>Ca<sub>2</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](S<sup>6+</sup>O<sub>4</sub>,(S<sub>3</sub>)<sup>2-</sup>,(S<sub>2</sub>)<sup>2-</sup>,Cl)<sub>2</sub>·H<sub>2</sub>O",APPROVED,,"First recognized as “triclinic lazurite” (compare UM1976-26-SiOSO:AlCaClHNa) and later as “orthorhombic lazurite”; but later as an orthorhombic polytype of lazurite with a modulated structure, i.e. Lazurite-O. The modulations arise from a rotation of t...",Al; Ca; Cl; Na; Si; O; S; H,Al; Ca; Na; Si; O; S; H,,,2011,2011,,Vla,9,F,B,10,,,,,"Dark blue to ink-blue, light blue or greenish-blue to white",Blue to white,,Greasy,Translucent,5.0,5.5,3,2.48,2.436,Orthorhombic,8,0,9.066,12.851,38.558,,,,0.0,Distinct on {010}.,,Step-Like,brittle,,Biaxial,-,,,66,63,18
Vladkrivovichevite,Vladkrivovichevite,Vladkrivovichevite,[Pb2+32O18][Pb2+4Mn2+2O]Cl14(BO3)8·2H2O,[Pb^2+^_32_O_18_][Pb^2+^_4_Mn^2+^_2_O]Cl_14_(BO_3_)_8_·2H_2_O,[Pb<sup>2+</sup><sub>32</sub>O<sub>18</sub>][Pb<sup>2+</sup><sub>4</sub>Mn<sup>2+</sup><sub>2</sub>O]Cl<sub>14</sub>(BO<sub>3</sub>)<sub>8</sub>·2H<sub>2</sub>O,[Pb<sub>32</sub>O<sub>18</sub>][Pb<sub>4</sub>Mn<sub>2</sub>O]Cl<sub>14</sub>(BO<sub>3</sub>)<sub>8</sub>·2H<sub>2</sub>O,Pb O Mn Cl B H,,5948,2011,Approved,Not in a structural group,orthorhombic,Pmmn,Pb^2+ O Mn^2+ Cl B H,Vkv,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",42043,1:1:42043:1,f46de3d7-db21-4e98-a45f-81e6b21ba722,2025-08-11 12:15:08,0,mineral,[Pb<sub>32</sub>O<sub>18</sub>][Pb<sub>4</sub>Mn<sub>2</sub>O]Cl<sub>14</sub>(BO<sub>3</sub>)<sub>8</sub>&middot;2H<sub>2</sub>O ,,[Pb<sup>2+</sup><sub>32</sub>O<sub>18</sub>][Pb<sup>2+</sup><sub>4</sub>Mn<sup>2+</sup><sub>2</sub>O]Cl<sub>14</sub>(BO<sub>3</sub>)<sub>8</sub>·2H<sub>2</sub>O,APPROVED,,Very complex oxyhalide.,Cl; Mn; Pb; B; O; H,Cl; Mn; Pb; B; O; H,B; Cl; Pb,,2011,2012,,Vkv,3,D,C,55,,,,,Pale greenish yellow,White,,Adamantine,,0.0,0.0,0,,7.40,Orthorhombic,8,69,12.759,27.169,11.515,,,,0.0,,None Observed,Conchoidal,brittle,,,,Bluish grey,,,,16
Vladkuzminite,Vladkuzminite,Vladkuzminite,K4Cu2+Zn2+3(As5+O4)4,K_4_Cu^2+^Zn^2+^_3_(As^5+^O_4_)_4_,K<sub>4</sub>Cu<sup>2+</sup>Zn<sup>2+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>,K<sub>4</sub>CuZn<sub>3</sub>(AsO<sub>4</sub>)<sub>4</sub>,K Cu Zn As O,,7454,2024,"Approved, Pending publication",Not in a structural group,monoclinic,P21/n,K Cu^2+ Zn^2+ As^5+ O,Vkz,,471052,1:1:471052:9,,2025-08-11 12:15:25,0,mineral, K<sub>4</sub>CuZn<sub>3</sub>(AsO<sub>4</sub>)<sub>4</sub>,,K<sub>4</sub>Cu<sup>2+</sup>Zn<sup>2+</sup><sub>3</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>4</sub>,APPROVED; PENDING_PUBLICATION,,New structure type. Unique combination of elements (at the upload time).,As; Cu; Zn; O; K,As; Cu; Zn; O; K,As; Cu; Zn,,0,0,, Vkz,8,B,A,,,,,,,,,,,0.0,0.0,0,,,Monoclinic,5,14,8.5920,8.9064,22.309,,90.136,,0.0,,,,,,,,,,,,1
Vladykinite,Vladykinite,Vladykinite,Na3Sr4(Fe2+Fe3+)Si8O24,Na_3_Sr_4_(Fe^2+^Fe^3+^)Si_8_O_24_,Na<sub>3</sub>Sr<sub>4</sub>(Fe<sup>2+</sup>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>24</sub>,Na<sub>3</sub>Sr<sub>4</sub>(Fe<sup>2+</sup>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>24</sub>,Na Sr Fe Si O,,5980,2011,Approved,Vladykinite,monoclinic,P21/c,Na Sr Fe^2+ Fe^3+ Si O,Vdy,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",42242,1:1:42242:0,48e8c7b5-72f4-4e8b-a210-807daee0d5c1,2025-08-11 12:15:08,0,mineral,Na<sub>3</sub>Sr<sub>4</sub>(Fe<sup>2+</sup>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>24</sub> ,,Na<sub>3</sub>Sr<sub>4</sub>(Fe<sup>2+</sup>Fe<sup>3+</sup>)Si<sub>8</sub>O<sub>24</sub>,APPROVED,,"Structurally related to members of the nordite group.

The Sr4Fe2+Fe3+-analogue of rundqvistite-(Ce).",Fe; Na; Si; Sr; O,Fe; Na; Si; Sr; O,Sr,,2011,2014,,Vdy,9,D,O,30,,,,,"Pinkish to grayish brown, colorless in thin section",White,,Vitreous,,5.0,5.0,0,,3.51,Monoclinic,5,14,5.2138,7.9143, 26.0888,,90.3556,,1076.5,On {100},Distinct/Good,,brittle,,Biaxial,-,,,45,44,40
Vlasovite,Vlasovite,Vlasovite,Na2Zr4+Si4O11,Na_2_Zr^4+^Si_4_O_11_,Na<sub>2</sub>Zr<sup>4+</sup>Si<sub>4</sub>O<sub>11</sub>,Na<sub>2</sub>ZrSi<sub>4</sub>O<sub>11</sub>,Na Zr Si O,,4615,1961,Approved,,monoclinic,C2/c,Na Zr^4+ Si O,Vsv,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",4196,1:1:4196:2,e7e0931d-1f7b-4e4b-b725-f19b5b7d1e0e,2025-08-11 12:14:24,0,mineral,Na<sub>2</sub>ZrSi<sub>4</sub>O<sub>11</sub>,,Na<sub>2</sub>Zr<sup>4+</sup>Si<sub>4</sub>O<sub>11</sub>,APPROVED,,"Seems to be related to khurayyimite; the two are suggested to belong to the same group.

The two minerals can be described using geometrical repeat unit of cTr = 2T4 3T4 and topological repeat unit of cVr = 2V2 3V2.",Na; Si; Zr; O,Na; Si; Zr; O,Zr,,1967,1961,,Vsv,9,D,M,25,66,2,2,1,"Colorless, honey-brown",,,"Vitreous,Greasy,Pearly",Translucent,6.0,6.0,0,2.92,3.07,Monoclinic,5,10,11.0390,10.0980,8.5677,0,100.313,0,939.6,"{010}, good; {h0l}, poor.",Distinct/Good,"Irregular/Uneven,Conchoidal",,,Biaxial,-,,,0,40,780
Vlodavetsite,Vlodavetsite,Vlodavetsite,Ca2Al(S6+O4)2F2Cl·4H2O,Ca_2_Al(S^6+^O_4_)_2_F_2_Cl·4H_2_O,Ca<sub>2</sub>Al(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl·4H<sub>2</sub>O,Ca<sub>2</sub>Al(SO<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl·4H<sub>2</sub>O,Ca Al S O F Cl H,,4616,1993,Approved,,tetragonal,I4/m,Ca Al S^6+ O F Cl H,Vlo,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",7357,1:1:7357:4,6ec1396c-2c77-419c-a3ea-e107bc0fe24f,2025-08-11 12:14:28,0,mineral,AlCa<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl&middot;4H<sub>2</sub>O,,Ca<sub>2</sub>Al(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>F<sub>2</sub>Cl·4H<sub>2</sub>O,APPROVED,,,Al; Ca; Cl; O; F; S; H,Al; Ca; Cl; O; F; S; H,Cl,,1993,0,,Vlo,7,D,F,40,0,0,0,0,Colourless,,Vitreous,Vitreous,Transparent,0.0,0.0,0,0,2.22,Tetragonal,23,135,6.870,0,13.342,0,0,0,0.0,{100},Perfect,,flexible,,Uniaxial,+,,,0,0,46
Vochtenite,Vochtenite,Vochtenite,Fe2+Fe3+(U6+O2)4(PO4)4(OH)·12-13H2O,Fe^2+^Fe^3+^(U^6+^O_2_)_4_(PO_4_)_4_(OH)·12-13H_2_O,Fe<sup>2+</sup>Fe<sup>3+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)·12-13H<sub>2</sub>O,Fe<sup>2+</sup>Fe<sup>3+</sup>(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)·12-13H<sub>2</sub>O,Fe U O P H,,4617,1987,Approved,,monoclinic,,Fe^2+ Fe^3+ U^6+ O P H,Voc,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",4197,1:1:4197:9,aa28e399-f8c3-4ba7-abef-efe6610f7c3e,2025-08-11 12:14:24,0,mineral,"(Fe<sup>2+</sup>,Mg)Fe<sup>3+</sup>(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)&middot;12-13H<sub>2</sub>O",,Fe<sup>2+</sup>Fe<sup>3+</sup>(U<sup>6+</sup>O<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)·12-13H<sub>2</sub>O,APPROVED,,,Fe; Mg; O; P; H; U,Fe; O; P; H; U,U,,1987,0,,Voc,8,E,B,30,42,11,23,1,Bronze-brown,Pale brown,,Metallic,"Translucent,Opaque",2.5,2.5,0,3.650,3.663,Monoclinic,0,0,12.606,19.990,9.990,0,102.31,0,0.0,Prominent on (010).,Distinct/Good,Irregular/Uneven,brittle,,Biaxial,-,,,88,89,16
Voggite,Voggite,Voggite,Na2Zr4+(PO4)(CO3)(OH)·2H2O,Na_2_Zr^4+^(PO_4_)(CO_3_)(OH)·2H_2_O,Na<sub>2</sub>Zr<sup>4+</sup>(PO<sub>4</sub>)(CO<sub>3</sub>)(OH)·2H<sub>2</sub>O,Na<sub>2</sub>Zr(PO<sub>4</sub>)(CO<sub>3</sub>)(OH)·2H<sub>2</sub>O,Na Zr P O C H,,4618,1988,Approved,,monoclinic,I2/m,Na Zr^4+ P O C H,Vog,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, PM10 - Basalt-hosted zeolite minerals",4198,1:1:4198:6,d87fac0f-8c1f-42ee-a8ed-c7f6ba862843,2025-08-11 12:14:24,0,mineral,Na<sub>2</sub>Zr(PO<sub>4</sub>)(CO<sub>3</sub>)(OH)&middot;2H<sub>2</sub>O,,Na<sub>2</sub>Zr<sup>4+</sup>(PO<sub>4</sub>)(CO<sub>3</sub>)(OH)·2H<sub>2</sub>O,APPROVED,,,Na; Zr; O; P; C; H,Na; Zr; O; P; C; H,Zr,1985,1988,1990,,Vog,8,D,O,10,43,5,16,1,"Clourless, white",White,,Vitreous,Transparent,0.0,0.0,0,2.70,2.704,Monoclinic,5,0,12.25,6.55,11.75,0,116.12,0,0.0,<mi>{010}</mi>,Poor/Indistinct,,brittle,,Biaxial,+,,,90,81,12
Voglite,Voglite,Voglite,Ca2Cu2+(U6+O2)(CO3)4·6H2O,Ca_2_Cu^2+^(U^6+^O_2_)(CO_3_)_4_·6H_2_O,Ca<sub>2</sub>Cu<sup>2+</sup>(U<sup>6+</sup>O<sub>2</sub>)(CO<sub>3</sub>)<sub>4</sub>·6H<sub>2</sub>O,Ca<sub>2</sub>Cu(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>4</sub>·6H<sub>2</sub>O,Ca Cu U O C H,,4619,1853,"Approved, Grandfathered",,monoclinic,,Ca Cu^2+ U^6+ O C H,Vgl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",4199,1:1:4199:3,29a327da-0fe0-4731-9e20-3e9f3f7a44d5,2025-08-11 12:14:24,0,mineral,Ca<sub>2</sub>Cu(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>4</sub>&middot;6H<sub>2</sub>O,,Ca<sub>2</sub>Cu<sup>2+</sup>(U<sup>6+</sup>O<sub>2</sub>)(CO<sub>3</sub>)<sub>4</sub>·6H<sub>2</sub>O,APPROVED; GRANDFATHERED,,"A secondary mineral formed from the alteration of Uraninite. 

Easily confused with liebigite (Axelrod et al. 1951).",Ca; Cu; O; C; H; U,Ca; Cu; O; C; H; U,Cu; U,1853,0,1853,,Vgl,5,E,E,05,15,3,5,1,"Bright grass-green, emerald-green",Light green,,Pearly,,0.0,0.0,0,2.8,3.06,Monoclinic,0,0,25.97,24.5,10.7,0,104,0,0.0,{010},Perfect,,brittle,,Biaxial,+,,,62,60,339
Volaschioite,Volaschioite,Volaschioite,Fe3+4(S6+O4)O2(OH)6·2H2O,Fe^3+^_4_(S^6+^O_4_)O_2_(OH)_6_·2H_2_O,Fe<sup>3+</sup><sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)O<sub>2</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,Fe<sub>4</sub>(SO<sub>4</sub>)O<sub>2</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,Fe S O H,,5832,2010,Approved,Not in a structural group,monoclinic,C2/m,Fe^3+ S^6+ O H,Vsh,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",40051,1:1:40051:6,beed2682-3c62-4ea3-bb9a-807d523215f2,2025-08-11 12:15:06,0,mineral,Fe<sub>4</sub>(SO<sub>4</sub>)O<sub>2</sub>(OH)<sub>6</sub>&middot;2H<sub>2</sub>O,,Fe<sup>3+</sup><sub>4</sub>(S<sup>6+</sup>O<sub>4</sub>)O<sub>2</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O,APPROVED,,,Fe; O; S; H,Fe; O; S; H,,,2010,2011,,Vsh,7,D,E,62,31,4,11,,Yellowish orange,Orange,,"Vitreous,Resinous",Transparent,0.0,0.0,0,,3.03,Monoclinic,5,11,16.085,3.054,10.929,,93.78,,0.0,Perfect on <mi>{100}</mi>,Perfect,,brittle,,Biaxial,,,,,,37
Volborthite,Volborthite,Volborthite,Cu2+3V5+2O7(OH)2·2H2O,Cu^2+^_3_V^5+^_2_O_7_(OH)_2_·2H_2_O,Cu<sup>2+</sup><sub>3</sub>V<sup>5+</sup><sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,Cu<sub>3</sub>V<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,Cu V O H,,4620,1838,Approved,Volborthite,monoclinic,"C2/m, Ia, C2/c",Cu^2+ V^5+ O H,Vbo,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",4200,1:1:4200:6,adc3b96a-7d7d-4e21-9687-ecc843d1af65,2025-10-26 20:12:46,0,mineral,Cu<sub>3</sub>(V<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>&middot;2H<sub>2</sub>O,,Cu<sup>2+</sup><sub>3</sub>V<sup>5+</sup><sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,APPROVED; GRANDFATHERED,,"A secondary mineral found in the oxidized zones of vanadium-bearing hydrothermal deposits.

At least two different monoclinic space-group variants (C2/m, C2/c) seem to be stable at ambient temperature.

Visually similar to vésigniéite.
Structurall...",Cu; O; H; V,Cu; O; H; V,Cu; V,1837,0,1838,,Vbo,8,F,D,05,40,3,10,1,"Olive-green, yellow-green; green to yellow-green in transmitted light.",,,"Vitreous,Waxy,Greasy,Pearly",Translucent,3.5,3.5,0,3.5,3.52,Monoclinic,5,11,10.610,5.866,7.208,0,95.04,0,0.0,One perfect.,Perfect,,,,Biaxial,+/-,,,0,63,4072
Volkonskoite,Volkonskoite,Volkonskoite,"Ca0.3(Cr3+,Mg)2(Si,Al)4O10(OH)2·4H2O","Ca_0.3_(Cr^3+^,Mg)_2_(Si,Al)_4_O_10_(OH)_2_·4H_2_O","Ca<sub>0.3</sub>(Cr<sup>3+</sup>,Mg)<sub>2</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O","Ca<sub>0.3</sub>(Cr,Mg)<sub>2</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O",Ca Cr Mg Si Al O H,,4621,1831,"Approved, Redefined","Clay, Smectite-vermiculite",,,Ca Cr^3+ Mg Si Al O H,Vkn,"Abiotic, Biotic, Secondary; Stage 3b: Earth's earliest hydrosphere, PM13 - Hadean serpentinization, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins",4201,1:1:4201:3,6d999a3d-ec4e-4c25-a3e5-76d093bf9d30,2025-08-11 12:14:24,0,mineral,"Ca<sub>0.3</sub>(Cr,Mg,Fe)<sub>2</sub>((Si,Al)<sub>4</sub>O<sub>10</sub>)(OH)<sub>2</sub>&middot;4H<sub>2</sub>O",,"Ca<sub>0.3</sub>(Cr<sup>3+</sup>,Mg)<sub>2</sub>(Si,Al)<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>·4H<sub>2</sub>O",APPROVED; GRANDFATHERED,,Smectite Group.,Al; Ca; Cr; Fe; Mg; Si; O; H,Ca; Cr; Si; O; H,Cr,1831,0,1831,,Vkn,9,E,C,40,71,3,1a,4,"Blue-green, dark green, grass-green",,,"Waxy,Dull",Translucent,1.0,2.0,0,2.11,0,Monoclinic,0,0,0,0,0,0,0,0,0.0,,,Conchoidal,brittle,,Biaxial,-,,,62,0,353
Volkovskite,Volkovskite,Volkovskite,KCa4[B5O8(OH)]4[B(OH)3]2Cl·4H2O,KCa_4_[B_5_O_8_(OH)]_4_[B(OH)_3_]_2_Cl·4H_2_O,KCa<sub>4</sub>[B<sub>5</sub>O<sub>8</sub>(OH)]<sub>4</sub>[B(OH)<sub>3</sub>]<sub>2</sub>Cl·4H<sub>2</sub>O,KCa<sub>4</sub>B<sub>22</sub>O<sub>32</sub>(OH)<sub>10</sub>Cl·4H<sub>2</sub>O,K Ca B O H Cl,,4622,1966,Approved,,triclinic,P1,K Ca B O H Cl,Vlk,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)",4202,1:1:4202:0,08eb4d8d-005e-4141-b6b9-71f77567879b,2025-08-11 12:14:24,0,mineral,KCa<sub>4</sub>[B<sub>5</sub>O<sub>8</sub>OH]<sub>4</sub>[B(OH)<sub>3</sub>]<sub>2</sub>Cl&middot;4H<sub>2</sub>O,,KCa<sub>4</sub>[B<sub>5</sub>O<sub>8</sub>(OH)]<sub>4</sub>[B(OH)<sub>3</sub>]<sub>2</sub>Cl·4H<sub>2</sub>O,APPROVED,,Structurally related to Veatchite.,Ca; Cl; B; O; K; H,Ca; Cl; B; O; K; H,B; Cl,1966,0,1966,,Vlk,6,E,C,20,26,5,16,1,"Colourless, pink; varying from pale to deep orange",,,Vitreous,Translucent,2.0,2.5,0,2.27,2.28,Triclinic,1,1,6.575,23.921,6.522,90.58,119.10,95.56,0.0,{010} and {100} ,Perfect,Splintery,brittle,,Biaxial,+,,,14.4,14.6,421
Voloshinite,Voloshinite,Voloshinite,Rb(LiAl1.5☐0.5)(Al0.5Si3.5)O10F2,Rb(LiAl_1.5_[box]_0.5_)(Al_0.5_Si_3.5_)O_10_F_2_,Rb(LiAl<sub>1.5</sub>☐<sub>0.5</sub>)(Al<sub>0.5</sub>Si<sub>3.5</sub>)O<sub>10</sub>F<sub>2</sub>,Rb(LiAl<sub>1.5</sub>☐<sub>0.5</sub>)(Al<sub>0.5</sub>Si<sub>3.5</sub>)O<sub>10</sub>F<sub>2</sub>,Rb Li Al Si O F,,5652,2007,Approved,Mica,monoclinic,C2/c,Rb Li Al Si O F,Vls,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",35831,1:1:35831:0,4318e776-7cdc-44ea-a36b-20fe9bda5faa,2025-08-11 12:15:01,0,mineral,Rb(LiAl<sub>1.5</sub>&#9723;<sub>0.5</sub>)(Al<sub>0.5</sub>Si<sub>3.5</sub>)O<sub>10</sub>F<sub>2</sub>,,Rb(LiAl<sub>1.5</sub>&#9723;<sub>0.5</sub>)(Al<sub>0.5</sub>Si<sub>3.5</sub>)O<sub>10</sub>F<sub>2</sub>,APPROVED,,First rubidium-dominant mica approved. Chemically very similar to UM2003-30-SiO:AlFLiRb. Voloshinite forms a continuous solid solution with lepidolite.,Al; Li; Rb; Si; O; F,Al; Li; Rb; Si; O; F,Li; Rb,,2007,2009,,Vls,9,E,C,9.EC.,,,,,Colorless,White,,Vitreous,Transparent,0.0,0.0,0,,2.95,Monoclinic,5,10,5.191,9.025,20.40,,95.37,,0.0,parallel to {001},Perfect,,flexible,,Biaxial,+,,,,25,35
