mineral_index,Mineral Name,Derived Strunz Top-Level,Structural Groupname,Crystal Systems,MDS 1,MDS 2,MDS 3
1197,Cordylite-(La),05,Cordylite,hexagonal,-0.196983320883672,-0.0592605564329489,-0.05286886865839244
1198,Corkite,08,Alunite-Beudantite,hexagonal,-0.24072981179163272,-0.22683622932761233,0.043040565364542205
1199,Cornetite,08,,orthorhombic,-0.2289061329809946,-0.1919636431037484,0.3129617301161196
1200,Cornubite,08,,triclinic,-0.22789026938083157,-0.18827062759293298,0.3055848786295551
1201,Cornwallite,08,,monoclinic,-0.22789026938083157,-0.18827062759293298,0.3055848786295551
1202,Coronadite,04,Coronadite,"tetragonal, monoclinic",0.6314215748874357,-0.04133508232595835,0.04714645310171163
1203,Correianevesite,08,Reddingite,orthorhombic,-0.37105196432735266,0.3466522201039591,0.29872724489415875
1204,Corrensite,09,"Corrensite, Clay",,0.5784019661318089,-0.10856876374064311,0.03672361996334543
1205,Cortesognoite,09,Lawsonite,orthorhombic,0.5917552093592016,-0.15068072866421806,0.0327774124358267
1206,Corundum,04,Corundum,hexagonal,0.6209930496341534,-0.06801603408970257,-0.0031611581070704314
1207,Corvusite,04,Straczekite,monoclinic,0.5991786557315153,-0.02140882746050178,0.02754873500101975
1208,Cosalite,02,,orthorhombic,0.6497748831608442,-0.015810893328099408,-0.026194734541929
1209,Coskrenite-(Ce),10,Oxalate,triclinic,-0.2395901036503395,-0.17780331404363586,-0.3071137329444835
1210,Cossaite,07,Not in a structural group,hexagonal,-0.2605401584953216,-0.13209685957294162,-0.3065289991917687
1211,Costibite,02,Marcasite,orthorhombic,0.640854355474797,-0.0037179239018957522,0.03429630713524301
1212,Cotunnite,03,Cotunnite,orthorhombic,0.6554987660393297,0.09558612683009929,-0.07274432086889177
1213,Coulsonite,04,Spinel,cubic,0.611130635929387,0.0036205896336529565,0.010811273809409737
1214,Cousinite,07,,,-0.17715803875657632,-0.2078889627757246,0.010292545635290515
1215,Coutinhoite,09,,orthorhombic,0.6540741687998846,-0.14874364558932446,0.026419384770068714
1216,Covellite,02,Covellite,hexagonal,0.6824679255503838,-0.06374983064179067,-0.019857905919011626
1217,Cowlesite,09,,orthorhombic,0.5967173217187849,-0.1698773612358694,0.030245482208960884
1218,Coyoteite,02,,triclinic,0.6112642101866005,-0.027579019174205154,0.04889869770116852
1219,Crandallite,08,Alunite-Crandallite,hexagonal,-0.22450303956402956,-0.2042614796344388,0.31055451479565455
1220,Cranswickite,07,Not in a structural group,"monoclinic, triclinic",-0.3391191235130664,0.27784316573459006,-0.3208515185870744
1221,Crawfordite,05,Bradleyite,monoclinic,-0.3287702531596094,0.2836245523459149,0.1336540459209261
1222,Creaseyite,09,,orthorhombic,0.616990157032536,-0.08760647966206694,-0.028303589137363916
1223,Crednerite,04,,monoclinic,0.6369620281054904,-0.058789410606957276,0.032952820235495575
1224,Creedite,07,,monoclinic,-0.2508196681354333,-0.16989312840431584,-0.2705239467710211
1225,Crerarite,02,Rocksalt,cubic,0.6569565217116873,-0.021345433518193603,-0.014918810385338599
1226,Crichtonite,04,Crichtonite,hexagonal,0.605510598845262,-0.12906235804507316,0.0597790292438628
1227,Criddleite,02,,monoclinic,0.6659860981246168,-0.019851986497177832,0.001424811323375963
1228,Crimsonite,08,Carminite,orthorhombic,-0.22886825809764577,-0.16895345070592171,0.32032078778531914
1229,Cristobalite,09,Cristobalite,"tetragonal, cubic, orthorhombic",-0.23305137221899577,0.44081573328194257,-0.11645992527593649
1230,Crocobelonite,08,Not in a structural group,orthorhombic,-0.23228494347364445,-0.09725206566534501,0.3401692042043716
1231,Crocoite,07,"Monazite, Baryte",monoclinic,-0.2816429571611289,0.3940265338427155,-0.12954680932106188
1232,Cronstedtite,09,"Clay, Serpentine",hexagonal,0.5862280113885475,-0.11157406342394852,0.04600238745645341
1233,Cronusite,04,,hexagonal,0.6223659362243564,0.005901463410821105,0.00016579190757504483
1234,Crookesite,02,,tetragonal,0.6847364177131914,-0.05888357294304361,-0.018280698856399876
1235,Crowningshieldite,02,Nickeline,hexagonal,0.6210772638108919,0.0108789462699827,0.027832591102007184
1236,Cryobostryxite,03,Not in a structural group,monoclinic,0.6178498149151664,0.08566471220685291,0.023980893600386157
1237,Cryolite,03,Perovskite,monoclinic,0.6264171063193278,0.07296891430012263,0.012639198593613583
1238,Cryolithionite,03,Garnet,cubic,0.6286017226057599,0.07233314600253325,0.010443009534771432
1239,Cryptochalcite,07,Cryptochalcite,triclinic,-0.21498906567165726,-0.20402715891325274,-0.29595962645905594
1240,Cryptohalite,03,,cubic,0.6273152138859597,-0.036776207705592576,0.017097576035268826
1241,Cryptomelane,04,Coronadite,"monoclinic, tetragonal",0.630665036673383,-0.0424982273933007,0.06255753459266974
1242,Cryptophyllite,09,,monoclinic,0.6068759840879386,-0.06587363865174028,0.02251199706409692
1243,Cualstibite,04,Hydrotalcite,hexagonal,0.605762198407493,-0.18735150967845107,0.02483918495567931
1244,Cuatrocapaite-(K),03,Cuatrocapaite,hexagonal,0.6203795742809183,-0.03632182587380019,0.03085250444501874
1245,Cuatrocapaite-(NH4),03,Cuatrocapaite,hexagonal,0.6198823313912276,-0.14804569693602854,0.030385628363301866
1246,Cubanite,02,"Cubanite, Wurtzite",orthorhombic,0.6258675744409212,-0.02511314296908792,0.021012832616636397
1247,Cuboargyrite,02,Rocksalt,cubic,0.6893632439044375,-0.0277062294939372,0.020852208485802423
1248,Cubo-ice,04,,cubic,0.6095248978076258,-0.17864474115122914,0.027838478112974803
1249,Cubothioplumbite,07,Not in a structural group,cubic,-0.20105963071273258,-0.25971651262363105,-0.3094110946845522
1250,Cumengeite,03,,tetragonal,0.6119131325028807,-0.1436013664637001,-0.018741135282317016
1251,Cummingtonite,09,Amphibole,monoclinic,0.5726648543179936,-0.05038951162775942,0.05115887420236517
1252,Cupalite,01,,"monoclinic, orthorhombic",0.5956056415854207,0.4892845456444576,-0.06813770645000669
1253,Cuprite,04,Not in a structural group,cubic,0.6724897844028908,-0.09962407317550481,-0.013310277860280955
1254,Cuproauride,01,,,0.6201461814542588,0.5109532979105874,-0.06775972205766045
1255,Cuprobismutite,02,,monoclinic,0.6739684165796846,-0.02489694976043457,0.00943320244665016
1256,Cuprocherokeeite,07,Cherokeeite,monoclinic,-0.22690749995880644,-0.28575826009947675,-0.27233192188025557
1257,Cuprocopiapite,07,Copiapite,,-0.24294244595716824,-0.2624318617444967,-0.25465106609244526
1258,Cuprodobrovolskyite,07,Dobrovolskyite,hexagonal,-0.32091572453144956,0.2528012346434616,-0.3467484289169693
1259,Cuprodongchuanite,08,Dongchuanite,triclinic,-0.2310937339823113,-0.15430736188073502,0.3044635431412174
1260,Cuproiridsite,02,Spinel,cubic,0.6834503471847624,-0.05032087732710154,0.015397516151895052
1261,Cuprokalininite,02,Spinel,cubic,0.6896791158482778,-0.026533572472782256,-0.021607208160394985
1262,Cupromakopavonite,02,Pavonite,monoclinic,0.6691042993111973,-0.026026746279782395,0.0024362029800629494
1263,Cupromakovickyite,02,Pavonite,monoclinic,0.6682739691943305,-0.0261443490414612,0.0010813726183660048
1264,Cupromolybdite,07,Vergasovaite,orthorhombic,-0.17160192876533284,-0.10538543427559452,-0.05331073186144887
1265,Cuproneyite,02,Neyite,monoclinic,0.6530289097392533,-0.024401444116607756,-0.02594446083892301
1266,Cupropavonite,02,Pavonite,monoclinic,0.668701049219777,-0.02546188402666944,0.001839308595626265
1267,Cupropearceite,02,Polybasite,hexagonal,0.6912730450143096,-0.046312518053505884,-0.0040550339202910304
1268,Cupropolybasite,02,Polybasite,hexagonal,0.6877229037771591,-0.05402918452484531,-7.2784190127579695e-06
1269,Cuprorhodsite,02,Spinel,cubic,0.6645572552602145,-0.03244939941347851,0.022025641093388868
1270,Cuprorivaite,09,Gillespite,tetragonal,0.6093532912473513,-0.04819928823728466,-0.010945707800221971
1271,Cuprosenandorite,02,Lillianite,orthorhombic,0.6720868017860224,-0.02647995281558447,-0.0023984714622882278
1272,Cuprosklodowskite,09,,triclinic,-0.16713052124691857,-0.29741345954390835,-0.020061306398429
1273,Cuprospinel,04,Spinel,"tetragonal, cubic",0.606866187151023,-0.0601247022705014,0.018217927617515266
1274,Cuprostibite,02,,tetragonal,0.6235159753203209,0.5140524046065341,-0.06666936786821617
1275,Cuprotungstite,07,,tetragonal,-0.1727511450376621,-0.17723340638844748,-0.024735321740174714
1276,Cuprozheshengite,08,Dongchuanite,triclinic,-0.23112034314096785,-0.15434501720634286,0.30326406040263354
1277,Curetonite,08,Laueite,monoclinic,-0.22931874645603895,-0.14447692237816764,0.3476067476999535
1278,Curienite,08,Fritzscheite,orthorhombic,-0.24858255377282984,-0.21308442712517772,0.3221915518572247
1279,Curite,04,,orthorhombic,0.6267332182388422,-0.22960004586075164,0.011636104025396131
1280,Currierite,08,,hexagonal,-0.23870787998711812,-0.22479432057978554,0.31855630098874954
1281,Cuspidine,09,Wöhlerite,monoclinic,0.61306144333293,-0.005833556802276702,0.006646999993660705
1282,Cuyaite,03,Not in a structural group,monoclinic,0.6056365515027409,0.00685508767561053,0.037915433832195436
1283,Cuzticite,07,,hexagonal,-0.26159050735693373,0.3501862712383612,-0.37212185086940736
1284,Cyanochroite,07,Picromerite,monoclinic,-0.34076154808084075,0.23207590067766964,-0.3609808940370615
1285,Cyanotrichite,07,Cyanotrichite,,-0.22185235996061892,-0.2902012484016087,-0.2640563918303671
1286,Cylindrite,02,Cylindrite,triclinic,0.6510100787205959,-0.028912566580270943,-0.005289651473423151
1287,Cymrite,09,Cymrite,monoclinic,0.5937407775733791,-0.17640028488087311,0.024966245600977023
1288,Cyprine,09,Vesuvianite,tetragonal,-0.17785965601708564,-0.17159293915979346,0.02574853302025819
1289,Cyrilovite,08,Wardite,tetragonal,-0.23890066240544083,-0.1939505918410912,0.3390931115233621
1290,Czochralskiite,08,Aphthitalite,orthorhombic,-0.33764843274155276,0.32108718852720153,0.3039159107063196
1291,Dachiardite-Ca,09,Dachiardite,monoclinic,0.6141675163052132,-0.07495914305512727,0.003266144720052166
1292,Dachiardite-K,09,Dachiardite,monoclinic,0.6203156952400998,-0.0833522528479211,0.00993568553631893
1293,Dachiardite-Na,09,Dachiardite,monoclinic,0.618426695642872,-0.08404667343701111,0.013525886515517279
1294,Dacostaite,08,Not in a structural group,monoclinic,-0.2595156923204065,-0.17794099033903296,0.34438036678867523
1295,Dadsonite,02,Dadsonite,triclinic,0.6569755455643794,-0.02249769531830781,-0.025271116510796145
1296,Dagenaisite,07,,monoclinic,-0.25381280715444493,0.372646220175365,-0.3901230129326883
1297,Daliranite,02,,monoclinic,0.6547249240240979,-0.003996303772667011,-0.0422322413133794
1298,Dalnegorskite,09,Wollastonite,triclinic,0.6046332511013938,-0.02221189011090604,0.019836878189987733
1299,Dalnegroite,02,Chabournéite,triclinic,0.6835954637012355,0.015566469919026233,0.010608589278955173
1300,Dalyite,09,,triclinic,0.634886441402295,-0.05363707368630319,0.03713661516691176
1301,Damaraite,03,,orthorhombic,0.6157998999505631,-0.1037891624973375,-0.02990031922274495
1302,Damiaoite,01,Fluorite,cubic,0.603753229653963,0.5057493296886557,-0.05586946501100486
1303,Danalite,09,"Cancrinite-sodalite, Sodalite",cubic,-0.1771819015998436,-0.09657261478664712,0.023150530346779167
1304,Danbaite,01,,cubic,0.5922628609299911,0.5285087755781211,-0.02974944050959253
1305,Danburite,09,Danburite,orthorhombic,0.6143954542371249,-0.007509686938407949,0.004905283957393338
1306,Danielsite,02,,orthorhombic,0.6576536530854931,-0.02953420672459687,-0.006208434299144852
1307,D'ansite,07,Dansite,cubic,-0.23669003960200352,-0.07308846498857602,-0.2964711986520826
1308,D'ansite-(Fe),07,Dansite,cubic,-0.23688028443975181,-0.07397885320265442,-0.29754636348078195
1309,D'ansite-(Mn),07,Dansite,cubic,-0.23650309114356655,-0.07261681614590614,-0.2973383404141481
1310,Dantopaite,02,Pavonite,monoclinic,0.6789026791505521,-0.010001551332373779,0.022035823649100256
1311,Daomanite,02,,"orthorhombic, monoclinic",0.6630251306841547,-0.001990499456310104,-0.00989316405677789
1312,Daqingshanite-(Ce),05,,hexagonal,-0.3091894457071835,0.29378242723922815,0.02013556711292196
1313,Darapiosite,09,Milarite,hexagonal,0.6063917474925391,-0.030707405368857944,0.04068363856149515
1314,Darapskite,07,,monoclinic,-0.21930610985190152,-0.18084136077054766,-0.2747054782531461
1315,Dargaite,09,Arctite,hexagonal,-0.1978539878244249,-0.154662637603497,-0.10550999787419561
1316,Darrellhenryite,09,Tourmaline,hexagonal,-0.14549268169110252,-0.19783053536009532,-0.011095992010588702
1317,Dashkovaite,10,Formate,monoclinic,0.573175523351471,-0.11501907159840491,0.04722324096776305
1318,Datolite,09,Gadolinite,monoclinic,-0.19446371516117184,-0.16118172832535316,0.02608978265758385
1319,Daubréeite,04,Matlockite,tetragonal,0.619218765321621,-0.14950808353480294,0.03455166683558026
1320,Daubréelite,02,Spinel,cubic,0.6189591534764747,0.032529884359269366,0.0055691790291174815
1321,Davanite,09,,triclinic,0.6347374014525555,-0.054147660615148877,0.03865951058535211
1322,Davemaoite,09,Perovskite,cubic,-0.25205379844645215,0.34516838194216953,-0.08498858892137207
1323,Davidbrownite-(NH4),10,"Not in a structural group, Oxalate",monoclinic,-0.22318141933616006,-0.19880701282784966,0.3200025613735659
1324,Davidite-(Ce),03,Crichtonite,hexagonal,0.6089142093959601,-0.10530514291672038,0.05770141477737018
1325,Davidite-(La),03,Crichtonite,hexagonal,0.608945921153218,-0.10531420793069839,0.05764895598157198
1326,Davidlloydite,08,Parahopeite,triclinic,-0.3701884301471672,0.3560878172661795,0.29675994687780705
1327,Davidsmithite,09,Tridymite-Nepheline,hexagonal,0.5974794354496198,-0.06505018059114025,0.022662098262577632
1328,Davinciite,09,Eudialyte,hexagonal,0.5986231091386335,-0.06402284767453237,0.044152669202270026
1329,Davisite,09,Pyroxene,monoclinic,-0.1674221114015535,0.4016648085352331,-0.07089340691158716
1330,Davreuxite,09,,monoclinic,0.5996719325812552,-0.11256198595541017,0.020995829770488028
1331,Davyne,09,"Cancrinite, Cancrinite-sodalite",hexagonal,-0.2137442765273958,-0.1811623676402564,-0.262016439125659
1332,Dawsonite,05,,orthorhombic,-0.17067682318344443,-0.2699217171194251,-0.02837812114211279
1333,Deanesmithite,07,,triclinic,-0.15872363739152032,-0.09072446767354686,-0.03140211879981522
1334,Debattistiite,02,Not in a structural group,triclinic,0.6688352715864978,0.005864360004650321,0.007973650111214552
1335,Decagonite,01,,,0.584526007940974,0.5054164594715445,-0.04145163076225738
1336,Decrespignyite-(Y),05,,"monoclinic, hexagonal",-0.17800539062598633,-0.2670704215575933,-0.04264848626888909
1337,Deerite,09,,monoclinic,0.5830577214725787,-0.11579521154339652,0.041836938694049516
1338,Defernite,09,,orthorhombic,-0.18186076297478018,-0.2566395438359314,-0.03395173002327219
1339,Dekatriasartorite,02,Sartorite,monoclinic,0.6531800732933276,0.005034354651462285,-0.05342120490287704
1340,Delafossite,04,,hexagonal,0.6259594512829302,-0.07283820577621605,0.0231466200489257
1341,Delchiaroite,10,Not in a structural group,orthorhombic,0.6242572036905621,-0.0849318335211536,0.0091236115838162
1342,Delhayelite,09,Rhodesite,orthorhombic,0.5991568100419512,-0.04123793574350912,0.027982440220080382
1343,Delhuyarite-(Ce),09,Chevkinite,monoclinic,0.601590364950939,-0.09386662187034271,0.05480886932143785
1344,Deliensite,07,Deliensite,orthorhombic,-0.2390449926014486,-0.32130022930784424,-0.262221769384633
1345,Delindeite,09,Seidozerite-Lamprophyllite,monoclinic,0.61636181562459,-0.13348141150719,0.06628917735536705
1346,Dellagiustaite,04,Spinel,cubic,0.6240859258859722,-0.07793638841824072,-0.0006421923313561298
1347,Dellaite,09,,triclinic,-0.178961774592461,-0.16655131588849473,0.027033805397432935
1348,Deloneite,08,Apatite,hexagonal,-0.24127140731841984,-0.08454469685735688,0.335256833546525
1349,Deloryite,07,,monoclinic,-0.17208403203178602,-0.19967951590904964,-0.013871267903449705
1350,Delrioite,04,Delrioite,monoclinic,-0.3387507914434303,0.320324252739784,0.27109788201715423
1351,Deltalumite,04,Spinel,tetragonal,0.6216262405885966,-0.06627273918336427,-0.0029286473862000506
1352,Deltanitrogen,01,,orthorhombic,0.7948979180412065,0.1308049067449807,-0.04387168953236635
1353,Delvauxite,08,Amorphous,,-0.22793777076833643,-0.19111572582602415,0.3347130098827498
1354,Demagistrisite,09,Not in a structural group,orthorhombic,0.5884017397500529,-0.13569586580489293,0.05440997422051411
1355,Demartinite,03,,hexagonal,0.6407808015783623,0.08327794533337837,0.007308768126646419
1356,Demesmaekerite,04,,triclinic,-0.2092553098479687,-0.3050748880059895,-0.29931087525301137
1357,Demicheleite-(Br),02,Demicheleite,orthorhombic,0.6764416420701717,0.05247863590608313,0.010022497266739434
1358,Demicheleite-(Cl),02,Demicheleite,orthorhombic,0.6758588227542729,0.051744714356263606,0.008543422956758986
1359,Demicheleite-(I),02,Demicheleite,orthorhombic,0.6772407654859974,0.056909397822065,0.011750031930142527
1360,Dendoraite-(NH4),10,Oxalate,monoclinic,-0.2284105419512395,-0.19619573145617425,0.3177012452164635
1361,Denisovite,09,,monoclinic,0.5991481720538145,-0.022867131415012953,0.023728186919040037
1362,Denningite,04,Denningite,tetragonal,0.5936804103106853,-0.030380583901499298,0.03357923428104907
1363,Depmeierite,09,Cancrinite,hexagonal,-0.22920335639674946,-0.17417875483909184,0.1650858623610404
1364,Derbylite,04,,monoclinic,0.6179670531576256,-0.0904726118191021,0.06367494762998566
1365,Derriksite,04,,orthorhombic,-0.20047374276839727,-0.29172556563239527,-0.286707677226225
1366,Dervillite,02,Dervillite,monoclinic,0.6703271570444063,0.009661758258473032,0.008747855115632057
1367,Desautelsite,05,Hydrotalcite,hexagonal,-0.18813984928826688,-0.28109731347028577,-0.02243725727452767
1368,Descloizite,08,Conichalcite,orthorhombic,-0.22818541655743557,-0.16123703958052382,0.3037429762125392
1369,Désorite,08,Jamesite,triclinic,-0.22988710396232115,-0.17506760095358098,0.32554703858777767
1370,Despujolsite,07,Fleischerite,hexagonal,-0.2321945782770225,-0.28139696908341455,-0.248053344079938
1371,Dessauite-(Y),04,Crichtonite,hexagonal,0.6059582640137118,-0.12727135847755786,0.06020116135649921
1372,Destinezite,08,,triclinic,-0.26193890875617776,-0.2156686989810106,0.056708185719655836
1373,Deveroite-(Ce),10,Oxalate,monoclinic,0.6705017852319671,-0.043089696246915166,0.01914704148454711
1374,Devilliersite,09,Sapphirine,triclinic,0.5972026605077274,-0.041546722699245454,0.04485066091120403
1375,Devilline,07,Devilline,monoclinic,-0.2286631686248127,-0.28980524461442425,-0.2668962275359601
1376,Devitoite,09,Astrophyllite-Devitoite,triclinic,-0.23723647429792433,-0.16201660922067018,0.2326558088427311
1377,Dewindtite,08,Phosphuranylite,orthorhombic,-0.2563129529093855,-0.24319493536094294,0.34125691699047583
1378,Dewitite,02,Chabournéite,triclinic,0.682204385564506,-0.01961599460572512,0.012229627288086718
1379,Deynekoite,08,Cerite,hexagonal,-0.3382933894354403,0.33660893739077863,0.29755631877644445
1380,Diaboleite,03,Perovskite,tetragonal,0.604589408133891,-0.1437869242758146,-0.008395107686125454
1381,Diadochite,08,Amorphous,,-0.26365828657599,-0.21706949125295427,0.0562236615801227
1382,Diamond,01,Diamond,"cubic, orthorhombic",0.7976771121464363,0.1312612526660027,-0.04124284851260978
1383,Diaoyudaoite,04,Magnetoplumbite,hexagonal,0.6158792265308459,-0.07218729209737088,0.00415157181926701
1384,Diaphorite,02,,monoclinic,0.6719472938447284,-0.03381919253384633,-0.003994734852546405
1385,Diaspore,04,Diaspore,orthorhombic,0.592245338123729,-0.1726971420911133,0.018163656759184098
1386,Dickinsonite-(KMnNa),08,Arrojadite,monoclinic,-0.23322086093613076,-0.12068792831334273,0.3403920476489569
1387,Dickite,09,"Clay, Kaolinite",monoclinic,0.5971895710412896,-0.16862561065608286,0.022197281697303117
1388,Dickthomssenite,04,,"triclinic, monoclinic",0.5915476957921535,-0.0035724226681485907,0.03724939388838465
1389,Diegogattaite,09,Not in a structural group,monoclinic,0.604010983495636,-0.07290803933712553,0.01088574270048515
1390,Dienerite,02,Domeykite,,0.6444156313552311,0.14227559475631435,0.0261216484801068
1391,Dietrichite,07,Halotrichite,monoclinic,-0.34826069395098375,0.24536159146412562,-0.35545027466283313
1392,Dietzeite,07,,monoclinic,-0.18013919949628832,-0.07886926017013139,-0.017629894491207505
1393,Digenite,02,Digenite,"cubic, hexagonal",0.65562561604151,-0.032557770806302955,-0.016773442513229327
1394,Dimorphite,02,,orthorhombic,0.7927034633965107,0.05621754263134081,-0.028021577039848783
1395,Dingdaohengite-(Ce),09,Chevkinite,monoclinic,0.6184783309985091,-0.05239746702833396,0.05788835905096054
1396,Dinilawiite,07,Not in a structural group,monoclinic,-0.20849338728022285,-0.29511019755054235,-0.29940199614407265
1397,Dinite,10,,orthorhombic,0.6346019883586274,-0.026809861586071567,0.015104871306526596
1398,Diopside,09,Pyroxene,monoclinic,0.5892067232598706,0.001408357634793203,0.03473684819389804
1399,Dioptase,09,,hexagonal,-0.265788137615816,0.33851994651864664,-0.12772359207614248
1400,Dioskouriite,03,Not in a structural group,"monoclinic, orthorhombic",0.6058313542875001,-0.12266319514470848,-0.003021717378793337
1401,Direnzoite,09,,orthorhombic,0.6188693805553602,-0.08666176478194822,0.017425581727452278
1402,Dissakisite-(Ce),09,"Allanite, Epidote",monoclinic,-0.17557526430423337,-0.16091238600321348,0.03795845129410423
1403,Dissakisite-(La),09,"Allanite, Epidote",monoclinic,-0.17372382888481572,-0.1596638591631685,0.03484936463434575
1404,Disulfodadsonite,02,Dadsonite,triclinic,0.6576477169574396,-0.02417591815114257,-0.023740582613467197
1405,Dittmarite,08,Dittmarite,orthorhombic,-0.27831071780871375,-0.08377537141502729,0.3483994333829188
1406,Diversilite-(Ce),09,,hexagonal,0.5941359011645069,-0.1509825168645021,0.053846402923206256
1407,Dixenite,09,Hematolite,hexagonal,-0.22632782534095408,-0.16167635843518607,0.2658677318626901
1408,Djerfisherite,02,Djerfisherite,cubic,0.615592358903748,-0.016223269808211826,0.020614241089730864
1409,Djurleite,02,,monoclinic,0.654145159602196,-0.03184915053212785,-0.01583196510372207
1410,Dmisokolovite,08,Not in a structural group,monoclinic,-0.22274874745691012,-0.13485079141471282,0.30466635333193753
1411,Dmisteinbergite,09,Cymrite,hexagonal,0.6008670003181701,-0.05460518556399364,0.007839038098186701
1412,Dmitryivanovite,04,,monoclinic,0.5969334748756401,-0.07024953561881214,0.00976818954654499
1413,Dmitryvarlamovite,04,Columbite,orthorhombic,0.6528718720189156,-0.08338452205040345,0.0610335804152459
1414,Dobrovolskyite,07,Dobrovolskyite,hexagonal,-0.325416395249714,0.25332984178097073,-0.3327807081209341
1415,Dobšináite,08,Roselite,monoclinic,-0.34701877377423834,0.33134174186534987,0.2903281014035805
1416,Dokuchaevite,08,,triclinic,-0.24466191089404776,-0.053878618251853305,0.29249079186207444
1417,Dolerophanite,07,Natrochalcite,monoclinic,-0.2174049520100703,-0.19624615851981125,-0.32007070868677434
1418,Dollaseite-(Ce),09,"Dollaseite, Epidote",monoclinic,-0.17970904647103156,-0.14049148333406286,0.04522874449256094
1419,Dolomite,05,Calcite-Dolomite,hexagonal,-0.2796237130281417,0.30374352724483367,-0.08818322718629412
1420,Doloresite,04,,monoclinic,0.6149323190952437,-0.14917668715486682,0.028348165871904814
1421,Domerockite,08,Not in a structural group,triclinic,-0.23057861694013881,-0.21174277272600195,0.29747554689083366
1422,Domeykite,02,Domeykite,cubic,0.675934416167445,0.09476406911333846,-0.022484486546121212
1423,Domitrovicite,10,"Glycolate, Stanevansite",monoclinic,0.6043584083666779,-0.1362838615433186,0.035532719816795455
1424,Donbassite,09,"Clay, Chlorite",monoclinic,0.5949524815965306,-0.16999911259625283,0.020348030489178104
1425,Dondoellite,08,Fairfieldite,triclinic,-0.353451677447238,0.3150560854278143,0.29444696737521536
1426,Dongchuanite,08,Dongchuanite,triclinic,-0.2326500650183549,-0.14704257233626578,0.3095903131632956
1427,Donharrisite,02,,monoclinic,0.6266520070167843,0.008794438791029993,0.03023841213347589
1428,Donnayite-(Y),05,Mckelveyite,"triclinic, hexagonal",-0.2939717301795927,0.26779957300444884,-0.09779065919194692
1429,Donowensite,04,Not in a structural group,triclinic,0.6048210376691223,-0.0346156391044358,0.050232964960795976
1430,Donpeacorite,09,Pyroxene,orthorhombic,0.591036151785183,0.0013526800631522007,0.03596383317765135
1431,Donwilhelmsite,09,,hexagonal,0.6065353543017333,-0.05932038343687346,0.007414682732652965
1432,Dorallcharite,07,Alunite-Alunite,hexagonal,-0.21384137862794253,-0.25915948534982225,-0.24280094945929542
1433,Dorfmanite,08,,orthorhombic,-0.22364930062212995,-0.2097905381892385,0.3138039635526384
1434,Dorrite,09,Sapphirine,triclinic,0.5900181410705819,-0.05314313422518723,0.03509751532438052
1435,Douglasite,03,,,0.6157271703429595,0.06463242811287066,0.014893781084672094
1436,Dovyrenite,09,,orthorhombic,0.5894825188472963,-0.12669732970037245,0.0374805377987285
1437,Downeyite,04,,tetragonal,-0.31686039707307934,0.34808666519982434,-0.49793770938325266
1438,Downsite,07,Not in a structural group,monoclinic,-0.2976177048683371,0.3085203026049722,-0.17891572132047345
1439,Doyleite,04,,triclinic,0.596926301707101,-0.18290506696987596,0.02522447528934078
1440,Dozyite,09,"Corrensite, Clay",monoclinic,0.5735231779925973,-0.14922415905573738,0.04568940313588196
1441,Dravertite,07,Zinkosite,monoclinic,-0.32733228145990007,0.2621156193459407,-0.340015620534483
1442,Dravite,09,Tourmaline,"hexagonal, triclinic",-0.15120319733193938,-0.2008237484052964,-0.00013254038789929559
1443,Drechslerite,02,Weissbergite,triclinic,0.6883153048879204,-0.022967973236010186,0.012427634354655659
1444,Dresserite,05,Dundasite,orthorhombic,-0.18430138451018302,-0.2916394782221961,-0.03947151877546384
1445,Dreyerite,08,Zircon,tetragonal,-0.3343636231884112,0.3914810615211525,0.310828993852998
1446,Driekopite,02,Nickeline,hexagonal,0.6258491634372404,0.5278807992473045,-0.05446318107033027
1447,Dritsite,03,Hydrotalcite,hexagonal,0.5963650164391807,-0.19472157185605318,0.02681213313036976
1448,Drobecite,07,Starkeyite,monoclinic,-0.35900417933869316,0.2884951279754841,-0.35714110389150266
1449,Droninoite,03,Hydrotalcite,hexagonal,0.5918611076812148,-0.17207598094727397,0.04146108255962688
1450,Drugmanite,08,,monoclinic,-0.22360283754039514,-0.19537367384264565,0.2981055982954958
1451,Drysdallite,02,Molybdenite,hexagonal,0.7867885898204493,0.02084078749717135,-0.027527418786987126
1452,Dualite,09,Eudialyte,hexagonal,0.593403009457924,-0.10408726082677017,0.05703184729207683
1453,Dubińskaite,09,Axinite,triclinic,0.5899344871863921,-0.09147929744860046,0.019233631565929336
1454,Dufrénite,08,Dufrénite,monoclinic,-0.24108077628805888,-0.18580973897882447,0.33706790277965515
1455,Dufrénoysite,02,Sartorite,monoclinic,0.6522801904949387,0.001313526331223401,-0.05321026161921101
1456,Duftite,08,Conichalcite,orthorhombic,-0.22789900827119355,-0.17911251547899273,0.2921185318196101
1457,Dugganite,08,Dugganite,hexagonal,-0.33182144052457874,0.34237038717124574,0.05941038313231838
1458,Dukeite,07,,hexagonal,0.6432939368194737,-0.10271072571074022,0.02813417345244116
1459,Dulanggouite,02,,hexagonal,0.6582788894546732,-0.011253136460215146,0.0004647572642112203
1460,Dumontite,08,,monoclinic,-0.2495012673689076,-0.20956285597400948,0.3266609680508852
1461,Dumortierite,09,Dumortierite,orthorhombic,0.62450387607004,-0.05094210454217682,-0.004008095990290972
