source_index,target_index,neighbor_rank,distance,relationship_category,relationship_description,raw_anion_group,raw_cations,raw_extra_anions,raw_hydration,raw_structural_water,raw_structure,weighted_anion_group,weighted_cations,weighted_extra_anions,weighted_hydration,weighted_structural_water,weighted_structure
4834,2901,9,0.0414000004529953,extra_anion_analogue,Same cation and oxyanion framework with residual-anion substitution.,0.0,0.0,0.22,0.0,0.0,0.75,0.0,0.0,0.0264,0.0,0.0,0.015
4834,361,10,0.0414000004529953,extra_anion_analogue,Same cation and oxyanion framework with residual-anion substitution.,0.0,0.0,0.22,0.0,0.0,0.75,0.0,0.0,0.0264,0.0,0.0,0.015
4835,3725,1,0.14262165129184723,compositional_subset,One parsed formula feature set is a strict subset of the other.,0.15166666666666662,0.19165217391304346,0.028273809523809527,0.21533827903669653,0.0,0.0,0.06521666666666665,0.06324521739130434,0.003392857142857143,0.010766913951834827,0.0,0.0
4835,5171,2,0.1619107723236084,compositional_subset,One parsed formula feature set is a strict subset of the other.,0.15166666666666662,0.18586956521739129,0.16964285714285715,0.0,0.0,0.75,0.06521666666666665,0.06133695652173913,0.02035714285714286,0.0,0.0,0.015
4835,2466,3,0.1619107723236084,compositional_subset,One parsed formula feature set is a strict subset of the other.,0.15166666666666662,0.1858695652173913,0.16964285714285715,0.0,0.0,0.75,0.06521666666666665,0.061336956521739136,0.02035714285714286,0.0,0.0,0.015
4835,4470,4,0.1619107723236084,compositional_subset,One parsed formula feature set is a strict subset of the other.,0.15166666666666662,0.18586956521739129,0.16964285714285715,0.0,0.0,0.75,0.06521666666666665,0.06133695652173913,0.02035714285714286,0.0,0.0,0.015
4835,4387,5,0.17026691138744354,multiple_substitutions,More than one compositional component differs materially.,0.184,0.1679382889200561,0.17272727272727265,0.0,0.0,0.75,0.07912,0.05541963534361852,0.020727272727272716,0.0,0.0,0.015
4835,0,6,0.1789488047361374,multiple_substitutions,More than one compositional component differs materially.,0.15166666666666662,0.2375,0.16964285714285715,0.0,0.0,0.75,0.06521666666666665,0.078375,0.02035714285714286,0.0,0.0,0.015
4835,1719,7,0.18404938280582428,multiple_substitutions,More than one compositional component differs materially.,0.15166666666666662,0.2995652173913044,0.04146825396825382,0.0,0.0,0.75,0.06521666666666665,0.09885652173913045,0.004976190476190459,0.0,0.0,0.015
4835,5977,8,0.20070728659629822,multiple_substitutions,More than one compositional component differs materially.,0.15166666666666662,0.3034347826086956,0.16964285714285715,0.0,0.0,0.75,0.06521666666666665,0.10013347826086956,0.02035714285714286,0.0,0.0,0.015
4835,3302,9,0.23142743110656738,multiple_substitutions,More than one compositional component differs materially.,0.31333333333333335,0.18586956521739129,0.16964285714285715,0.0,0.0,0.75,0.13473333333333334,0.06133695652173913,0.02035714285714286,0.0,0.0,0.015
4835,3123,10,0.23142743110656738,multiple_substitutions,More than one compositional component differs materially.,0.31333333333333335,0.18586956521739129,0.16964285714285715,0.0,0.0,0.75,0.13473333333333334,0.06133695652173913,0.02035714285714286,0.0,0.0,0.015
4836,3559,1,0.017300741747021675,hydration_variant,Same framework chemistry; differs in dotted water of hydration.,0.0,0.0,0.0,0.14601483711008956,0.0,0.5,0.0,0.0,0.0,0.007300741855504478,0.0,0.01
4836,5101,2,0.022832069545984268,hydration_variant,Same framework chemistry; differs in dotted water of hydration.,0.0,0.0,0.0,0.05664137627968919,0.0,1.0,0.0,0.0,0.0,0.0028320688139844598,0.0,0.02
4836,5376,3,0.02423308603465557,hydration_variant,Same framework chemistry; differs in dotted water of hydration.,0.0,0.0,0.0,0.28466172096330344,0.0,0.5,0.0,0.0,0.0,0.014233086048165172,0.0,0.01
4836,1752,4,0.025226548314094543,hydration_variant,Same framework chemistry; differs in dotted water of hydration.,0.0,0.0,0.0,0.10453097756108379,0.0,1.0,0.0,0.0,0.0,0.005226548878054189,0.0,0.02
4836,692,5,0.03959999978542328,cation_analogue,Same anion framework with cation substitution; valence evidence may be incomplete.,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0396,0.0,0.0,0.0,0.0
