source_index,target_index,neighbor_rank,distance
1779,3457,2,0.4683787410004646
1779,3011,3,0.9187908487250299
1779,2104,4,0.9719245463156382
1779,3503,5,0.9726793595982988
1779,2421,6,0.9994447411330536
1779,5321,7,1.068090540627779
1779,5160,8,1.1538208207809357
1779,12,9,1.1965770981575177
1779,1043,10,1.218537344194316
1780,4395,1,0.8043251025183732
1780,5846,2,0.8871943375447139
1780,1774,3,0.940054217447575
1780,3824,4,0.9985233827058718
1780,1006,5,1.0263866059186249
1780,3571,6,1.030408445729522
1780,2755,7,1.032277835681439
1780,1564,8,1.0577983383129979
1780,6044,9,1.0836566474768512
1780,1004,10,1.0836566474768512
1781,3943,1,0.9187908487250299
1781,4089,2,0.9374113149508894
1781,3563,3,0.9388498959482328
1781,4985,4,0.9388498959482328
1781,2994,5,0.9465348982082933
1781,3908,6,1.0023321370343765
1781,5956,7,1.2250710203639628
1781,4086,8,1.229892658166445
1781,3509,9,1.229892658166445
1781,4348,10,1.2677972896186929
1782,5207,1,0.5775911862441385
1782,4660,2,0.826167670897493
1782,4722,3,0.9867816985190097
1782,4633,4,1.0482912963567115
1782,3437,5,1.0497879167758815
1782,6144,6,1.1899238062681716
1782,2086,7,1.2038594551037793
1782,749,8,1.227530754078284
1782,977,9,1.2562437447511696
1782,4020,10,1.3027116308678144
1783,3642,1,0.0
1783,5306,2,0.09135346831061404
1783,6180,3,0.23392011616228361
1783,2806,4,0.3228455667276122
1783,1718,5,0.4742968466470582
1783,4909,6,0.5578622725323669
1783,1722,7,0.564456228074754
1783,1720,8,0.5803483925084283
1783,5109,9,0.6003380720794749
1783,447,10,0.6036697667382167
1784,3341,1,0.5198551747672655
1784,3353,2,0.6164101920609524
1784,3342,3,0.7382356753863679
1784,3359,4,0.7436454677762364
1784,3318,5,0.7563409073170313
1784,3343,6,0.7607081289216748
1784,6169,7,0.7691398035163927
1784,1785,8,0.7743396677042625
1784,3360,9,0.8043504303711968
1784,1753,10,0.8202167320593848
1785,3318,1,0.42741365550021015
1785,3360,2,0.4609336340203713
1785,3359,3,0.46258434128842774
1785,3342,4,0.49173292089255916
1785,6174,5,0.5458355237202126
1785,3343,6,0.550154884584916
1785,3705,7,0.6092864224127811
1785,1024,8,0.6546578815377244
1785,1766,9,0.7648046614262627
1785,3352,10,0.7677319497528297
1786,4521,1,0.05753171325313106
1786,1758,2,0.35089601803292936
1786,1770,3,0.369708409509327
1786,4519,4,0.37180694829430394
1786,4517,5,0.47185125164654407
1786,2269,6,0.501771053254005
1786,4525,7,0.5024758340769382
1786,1790,8,0.5032904759856692
1786,1743,9,0.5238057655872308
1786,5418,10,0.5427542375017651
1787,11,1,0.07126032297875698
1787,5563,2,0.38737858648450396
1787,1515,3,0.5657708590995536
1787,1794,4,0.5702577585674602
1787,6007,5,0.6966910297474201
1787,4893,6,0.7425431759698116
1787,2588,7,0.8199624362318463
1787,5411,8,0.8500312659289618
1787,6090,9,0.8825156109198065
1787,5056,10,0.9292531331686364
1788,1053,1,0.6596780275578269
1788,4358,2,0.6640689602342043
1788,57,3,0.7667728199476257
1788,3325,4,0.8041428209643209
1788,5570,5,0.9455908963898341
1788,6025,6,0.9731011450628142
1788,4021,7,0.974378514945676
1788,159,8,0.9881012978698168
1788,348,9,0.9884909328132112
1788,5359,10,0.9884909328132112
1789,2421,1,0.9069673929364107
1789,1427,2,0.9372770876906567
1789,5397,3,0.9451378282082349
1789,1094,4,0.9454139709622982
1789,5160,5,0.9900235154074433
1789,5058,6,1.0531749995204538
1789,5596,7,1.1115513348515016
1789,5497,8,1.1126794818939316
1789,2289,9,1.1178115583953325
1789,561,10,1.1608447217544862
1790,4519,1,0.30417100309673606
1790,1770,2,0.31416744647059747
1790,1755,3,0.370339794528648
1790,4517,4,0.37716040700051606
1790,4525,5,0.42275675287319453
1790,2269,6,0.4309904723194837
1790,1786,7,0.5032904759856692
1790,4521,8,0.5037630483670202
1790,5644,9,0.5244770906266315
1790,3962,10,0.5395247639169426
1791,3442,1,0.3806822428521676
1791,5695,2,0.6298945562655354
1791,1511,3,1.1871277016271549
1791,657,4,1.3256399040147533
1791,5102,5,1.379217214632686
1791,3869,6,1.423252181085513
1791,2161,7,1.423252181085513
1791,2711,8,1.4435172091001085
1791,6133,9,1.4657929924842723
1791,697,10,1.467681268916771
1792,2220,1,0.6436849411381294
1792,3340,2,0.7285363529558764
1792,1108,3,0.9055381986377541
1792,2197,4,0.9088239796039622
1792,1677,5,0.9100011275942248
1792,5757,6,0.9609979085205609
1792,1528,7,0.9833038570750202
1792,4769,8,1.027578736170508
1792,3345,9,1.0521692337313853
1792,1232,10,1.081591594809809
1793,1320,1,1.256305028473952
1793,1213,2,1.2894663342187584
1793,5207,3,1.2978384250779322
1793,1782,4,1.3118717563511086
1793,2591,5,1.3386747212657921
1793,4134,6,1.3413377639727309
1793,2086,7,1.4414386369513326
1793,1736,8,1.4499342230375174
1793,2098,9,1.4596577244475506
1793,3369,10,1.4619399660695995
1794,1515,1,0.37269474429077937
1794,6007,2,0.38737858522834756
1794,1787,3,0.5702577585674602
1794,11,4,0.584899960151055
1794,5411,5,0.629574496430895
1794,5563,6,0.6820071670711447
1794,4893,7,0.6894969931279352
1794,6090,8,0.7645004410271821
1794,2588,9,0.7962220733305304
1794,5415,10,0.8109190332768466
1795,6033,1,0.14634445068035273
1795,2222,2,0.4821249359261198
1795,1773,3,0.5124453130515882
1795,3446,4,0.5349779728261816
1795,4807,5,0.5438025164409644
1795,1777,6,0.5485048757312276
1795,4629,7,0.5763357004578514
1795,5790,8,0.5951407258517242
1795,1730,9,0.7585050068239769
1795,3421,10,0.761789440725716
1796,2903,1,0.3370423327629656
1796,2306,2,0.40535473727825483
1796,1355,3,0.5065315089484094
1796,2366,4,0.5065315089484094
1796,3390,5,0.8878769305014957
1796,386,6,0.8973111944373309
1796,4576,7,1.0710464307900829
1796,5831,8,1.200187770075605
1796,1032,9,1.242771032955138
1796,2166,10,1.2463526599523653
1797,4826,1,0.7475067612257444
1797,1634,2,0.8457313120492728
1797,6008,3,0.909110124661918
1797,5714,4,0.9726266736459481
1797,3561,5,0.9974007498840469
1797,163,6,0.9999887944655101
1797,3166,7,1.013800527978919
1797,5041,8,1.013829550434414
1797,5546,9,1.0319448901229507
1797,1857,10,1.0334394622052594
1798,5825,1,0.2626827993997296
1798,4867,2,0.27217693607800775
1798,6102,3,0.7911797444990153
1798,6220,4,0.894673813946082
1798,832,5,0.9505571675714555
1798,511,6,1.0390693359929823
1798,1611,7,1.0873917746789894
1798,1175,8,1.0887040044634546
1798,5409,9,1.0899457140605233
1798,34,10,1.114964229732541
1799,3270,1,0.3591478907633505
1799,17,2,0.3641617064343232
1799,677,3,0.44347318956239057
1799,5749,4,0.4472567762748533
1799,4983,5,0.4528236268054405
1799,3350,6,0.4620130834215035
1799,5653,7,0.4647396847439066
1799,3337,8,0.4728894972954387
1799,1864,9,0.5070432085849753
1799,1731,10,0.5149190205571299
1800,2564,1,0.9534580120014523
1800,2118,2,0.9549042732531348
1800,2713,3,0.9881298739886877
1800,1222,4,1.0054970105095953
1800,6118,5,1.0109241680724466
1800,226,6,1.020801253198267
1800,3094,7,1.0532810984919958
1800,3918,8,1.0545491692681939
1800,4276,9,1.0660439549981509
1800,679,10,1.0742249520794458
1801,3154,1,1.0172009231091175
1801,2318,2,1.1196269404121368
1801,5902,3,1.146616148438447
1801,3274,4,1.1496468070777077
1801,2279,5,1.159851315152348
1801,5221,6,1.1825112572650216
1801,5604,7,1.208762432880251
1801,1019,8,1.2089762711366212
1801,4976,9,1.2455891009285704
1801,198,10,1.3132281141399427
1802,529,1,0.42779886551650315
1802,6035,2,0.5329842333710239
1802,1747,3,0.5434091665388054
1802,4497,4,0.6913042096305813
1802,4302,5,0.6913042096305813
1802,5202,6,0.7232825035210826
1802,1486,7,0.782152697753677
1802,4570,8,0.853389827310088
1802,376,9,0.8555966973232491
1802,5156,10,1.0142426874672759
1803,507,1,0.48986968326248537
1803,4953,2,0.4936257501142648
1803,6197,3,0.5371596189667575
1803,2158,4,0.5439325727097075
1803,4085,5,0.5540014858318791
1803,5927,6,0.5805138415519202
1803,2111,7,0.6464204020462719
1803,655,8,0.6549631203196696
1803,2982,9,0.6668030408789011
1803,3587,10,0.6837500030729644
1804,3195,1,0.8117509030652204
1804,2804,2,0.8130244818325285
1804,199,3,0.8193166146675609
1804,2447,4,0.8914737879830853
1804,5304,5,0.9247098400970055
1804,2786,6,0.9423394666086873
1804,3487,7,0.9431966845771105
1804,4851,8,0.950690476562283
1804,2097,9,0.9714879243372735
1804,1317,10,0.9771691680759563
1805,2723,1,0.2326220478277226
1805,154,2,0.2513595903012775
1805,480,3,0.2712306399280909
1805,4930,4,0.4012627486327851
1805,4724,5,0.4998283736531478
1805,745,6,0.5488206679502865
1805,4656,7,0.5525657969698505
1805,4677,8,0.5800833284981333
1805,2198,9,0.6111809578442657
1805,5093,10,0.6196737498995758
1806,701,1,0.0
1806,2533,2,0.0
1806,1942,3,0.0
1806,1397,4,0.0
1806,5910,5,0.0
1806,2970,6,0.0
1806,4692,7,0.0
1806,5124,8,0.0
1806,903,9,0.0
1806,2397,10,0.0
1807,1080,1,1.4302772870944898
1807,253,2,1.5768674205464466
1807,2022,3,1.596300554485581
1807,6068,4,1.7216491555075883
1807,16,5,1.7654482149791215
1807,5539,6,1.7654482149791215
1807,2976,7,1.7813132434433316
1807,3701,8,1.7940314696220427
1807,1587,9,1.8311359854557465
1807,2746,10,1.86720156606585
1808,5860,1,0.5348841646636964
1808,2849,2,0.7213298659504344
1808,1423,3,0.8111159386949939
1808,3859,4,0.8198992759443822
1808,4662,5,0.88543347957021
1808,1317,6,0.8985968999315617
1808,199,7,0.8997572544956166
1808,2804,8,0.9069141663913123
1808,3195,9,0.907789690690606
1808,3877,10,0.909540003513729
1809,1841,1,0.7564087121113248
1809,1887,2,0.8629705486956447
1809,4522,3,0.8836255096686135
1809,4514,4,0.8855317412834431
1809,1748,5,0.9222754365637319
1809,1749,6,1.000682654988994
1809,1740,7,1.0133335405074173
1809,1745,8,1.0249275030730578
1809,4148,9,1.0352209998088815
1809,1882,10,1.0770997080392306
1810,2201,1,0.7590309854566104
1810,746,2,0.7684671750613075
1810,2614,3,0.8499282950081383
1810,5615,4,0.8587983318541444
1810,1934,5,0.8599862412079292
1810,3365,6,0.9038959678777366
1810,614,7,1.0568188688632585
1810,5711,8,1.0789691535100778
1810,760,9,1.1012974043803323
1810,3746,10,1.10656470000769
1811,2692,1,0.7351290817200389
1811,1986,2,0.784426189743606
1811,4379,3,0.9429895645557866
1811,303,4,1.067639491450178
1811,628,5,1.1034779029526989
1811,4069,6,1.1546746471861762
1811,571,7,1.1634869050499816
1811,6037,8,1.1808127620186508
1811,6060,9,1.1883230683726815
1811,6139,10,1.2007747554413073
1812,48,1,0.7106002727578485
1812,1919,2,0.832158632693138
1812,2468,3,0.9315663774907605
1812,4742,4,0.9559510539159624
1812,2266,5,0.9883971509577699
1812,833,6,1.0048403821223109
1812,3787,7,1.0076915885992612
1812,66,8,1.0206955684619636
1812,3294,9,1.0377666631442488
1812,2231,10,1.0450948724128302
1813,2356,1,0.23355468336047908
1813,1249,2,0.23355468336047908
1813,2600,3,0.724690631787971
1813,5104,4,0.7271014034034036
1813,204,5,0.785056511790541
1813,2826,6,0.8188544480978474
1813,1396,7,0.8236296895853342
1813,2985,8,0.8725753194309803
1813,4706,9,0.9095058541131822
1813,1819,10,0.942889842783115
1814,235,1,0.10397708463663466
1814,4504,2,0.12158415785787748
1814,1565,3,0.12158415785787748
1814,5219,4,0.5657331948953318
1814,5793,5,0.7329433858417932
1814,2781,6,0.7463298300435772
1814,3675,7,0.821832954914093
1814,2963,8,0.8265845597112168
1814,5066,9,1.031321645833999
1814,4287,10,1.1233703489579607
1815,5761,1,0.2957011487110104
1815,4614,2,0.347498806874382
1815,1893,3,0.5780849917923268
1815,3681,4,0.8765232646423683
1815,5760,5,0.8968646064946574
1815,3505,6,1.118367779949992
1815,4401,7,1.3479335441140128
1815,2296,8,1.3513665716039172
1815,1892,9,1.4249040937214512
1815,2225,10,1.513344699996526
1816,3024,1,0.4855696710895314
1816,3818,2,0.4939378103047909
1816,949,3,0.5440648084066019
1816,3201,4,0.5446239285555999
1816,1544,5,0.5446239285555999
1816,2340,6,0.5446239285555999
1816,5314,7,0.5446239285555999
1816,5654,8,0.5537611262724789
1816,4369,9,0.5696755891591959
1816,573,10,0.5739963529629615
1817,2749,1,0.5307124033026537
1817,994,2,0.7322051505297379
1817,1406,3,0.7456358206118274
1817,3430,4,0.7489794363680704
1817,4354,5,0.7609772825178566
1817,2002,6,0.8069925672708511
1817,1068,7,0.8087771490277782
1817,5008,8,0.8330996875418605
1817,2541,9,0.8404122147810402
1817,3825,10,0.8831147900778826
1818,4135,1,0.17203600240237918
1818,2408,2,0.3216163683310097
1818,197,3,0.3953798456121268
1818,4923,4,0.4084735582128277
1818,5702,5,0.4213676554713159
1818,409,6,0.4488842080162975
1818,2286,7,0.45184656490933045
1818,3118,8,0.47543194913256
1818,4666,9,0.5104349808496016
1818,3477,10,0.5661121923490957
1819,2600,1,0.740391579947835
1819,204,2,0.77956164078444
1819,2856,3,0.7845350937033329
1819,2826,4,0.8173756628792882
1819,1249,5,0.8809836843377181
1819,2356,6,0.8809836843377181
1819,5544,7,0.8985490549152669
1819,5104,8,0.8999717387816223
1819,1932,9,0.92025479322313
1819,1813,10,0.942889842783115
1820,2893,1,0.2764186358437691
1820,10,2,0.36234983214893046
1820,5737,3,0.46019159254769737
1820,3458,4,0.4938412716444461
1820,109,5,0.5533941911508306
1820,2392,6,0.5821387382625108
1820,2677,7,0.7646099183793241
1820,4711,8,0.7701721815562288
1820,2190,9,0.8851069413231956
1820,5736,10,0.9410590138105014
1821,3085,1,0.6726615412928143
1821,3838,2,0.7248412884663411
1821,1992,3,0.7321482371016398
1821,712,4,0.7727912677997678
1821,5641,5,0.8368951089589535
1821,4237,6,0.9199242733775481
1821,4589,7,0.9651984259572493
1821,2272,8,0.9865197770484274
1821,828,9,1.0587411751913016
1821,3180,10,1.0797442930363697
1822,1274,1,0.4994299796991078
1822,5431,2,0.9485287226287866
1822,3953,3,0.9608611773250917
1822,1254,4,0.9699744890969781
1822,5216,5,0.9746040042695464
1822,5478,6,0.9861595650706907
1822,2413,7,1.014091910062526
1822,4103,8,1.0369711869996479
1822,794,9,1.0538341355088066
1822,2931,10,1.0555862663906717
1823,5183,1,0.6997251903826436
1823,3236,2,0.7139837374457028
1823,4960,3,0.7236859808278058
1823,2034,4,0.7630189302358776
1823,1370,5,0.8130647586175644
1823,3392,6,0.8303173088698008
1823,5110,7,0.894306747151507
1823,3850,8,0.9430375395410753
1823,655,9,0.9740058353375741
1823,4109,10,1.0291916279293407
1824,2154,1,0.23721345486845438
1824,75,2,0.777026199448591
1824,3672,3,0.8124284201084213
1824,3042,4,0.9590174302163352
1824,967,5,0.9842856468751924
1824,3175,6,0.9964908586745793
1824,4773,7,1.0017929317041219
1824,3445,8,1.0093742528730036
